Fecha,Hora,ID,temperatura,humedad
2025-08-16,14:48:01.418,45,21.2,78.0
2025-08-16,14:50:01.423,46,21.2,79.0
2025-08-16,14:52:01.430,47,21.2,79.0
2025-08-16,14:54:01.437,48,21.2,78.0
2025-08-16,14:56:01.440,49,21.2,78.0
2025-08-16,14:58:01.446,50,21.2,78.0
2025-08-16,15:00:01.451,51,21.2,78.0
2025-08-16,15:02:01.457,52,21.2,78.0
2025-08-16,15:04:01.465,53,21.2,78.0
2025-08-16,15:06:01.471,54,21.3,79.0
2025-08-16,15:08:01.475,55,21.3,78.0
2025-08-16,15:10:01.482,56,21.3,77.0
2025-08-16,15:12:01.485,57,21.2,76.0
2025-08-16,15:14:01.491,58,21.2,76.0
2025-08-16,15:16:01.497,59,21.2,76.0
2025-08-16,15:18:01.502,60,21.2,77.0
2025-08-16,15:20:01.510,61,21.2,77.0
2025-08-16,15:22:01.513,62,21.2,77.0
2025-08-16,15:24:01.519,63,21.3,78.0
2025-08-16,15:26:01.527,64,21.3,78.0
2025-08-16,15:28:01.531,65,21.3,78.0
2025-08-16,15:30:01.536,66,21.3,79.0
2025-08-16,15:32:01.542,67,21.3,79.0
2025-08-16,15:34:01.550,68,21.3,79.0
2025-08-16,15:36:01.554,69,21.3,79.0
2025-08-16,15:38:01.561,70,21.3,79.0
2025-08-16,15:40:01.565,71,21.3,79.0
2025-08-16,15:42:01.570,72,21.4,79.0
2025-08-16,15:44:01.575,73,21.4,79.0
2025-08-16,15:46:01.581,74,21.3,80.0
2025-08-16,15:48:01.586,75,21.3,80.0
2025-08-16,15:50:01.594,76,21.3,80.0
2025-08-16,15:52:01.598,77,21.2,79.0
2025-08-16,15:54:01.604,78,21.2,79.0
2025-08-16,15:56:01.610,79,21.2,79.0
2025-08-16,15:58:01.618,80,21.2,80.0
2025-08-16,16:00:01.623,81,21.1,80.0
2025-08-16,16:02:01.627,82,21.1,80.0
2025-08-16,16:04:01.632,83,21.1,80.0
2025-08-16,16:06:01.638,84,21.1,80.0
2025-08-16,16:08:01.643,85,21.1,80.0
2025-08-16,16:10:01.648,86,21.1,81.0
2025-08-16,16:12:01.654,87,21.1,81.0
2025-08-16,16:14:01.660,88,21.1,80.0
2025-08-16,16:16:01.666,89,21.0,80.0
2025-08-16,16:18:01.671,90,21.1,80.0
2025-08-16,16:20:01.677,91,21.1,79.0
2025-08-16,16:22:01.683,92,21.0,79.0
2025-08-16,16:24:01.689,93,20.9,78.0
2025-08-16,16:26:01.694,94,20.9,77.0
2025-08-16,16:28:01.701,95,20.8,77.0
2025-08-16,16:30:01.705,96,20.8,77.0
2025-08-16,16:32:01.712,97,20.8,77.0
2025-08-16,16:34:01.717,98,20.8,77.0
2025-08-16,16:36:01.722,99,20.8,77.0
2025-08-16,16:38:01.729,100,20.8,77.0
2025-08-16,16:40:01.733,101,20.8,78.0
2025-08-16,16:42:01.738,102,20.8,78.0
2025-08-16,16:44:01.744,103,20.8,78.0
2025-08-16,16:46:01.750,104,20.8,79.0
2025-08-16,16:48:01.756,105,20.8,79.0
2025-08-16,16:50:01.764,106,20.8,79.0
2025-08-16,16:52:01.767,107,20.8,79.0
2025-08-16,16:54:01.773,108,20.8,79.0
2025-08-16,16:56:01.780,109,20.8,79.0
2025-08-16,16:58:01.786,110,20.8,79.0
2025-08-16,17:00:01.791,111,20.8,79.0
2025-08-16,17:02:01.795,112,20.8,79.0
2025-08-16,17:04:01.803,113,20.8,79.0
2025-08-16,17:06:01.808,114,20.8,79.0
2025-08-16,17:08:01.811,115,20.8,79.0
2025-08-16,17:10:01.818,116,20.8,78.0
2025-08-16,17:12:01.825,117,20.7,79.0
2025-08-16,17:14:01.829,118,20.7,79.0
2025-08-16,17:16:01.835,119,20.7,79.0
2025-08-16,17:18:01.842,120,20.8,79.0
2025-08-16,17:20:01.846,121,20.8,79.0
2025-08-16,17:22:01.852,122,20.7,79.0
2025-08-16,17:24:01.860,123,20.7,79.0
2025-08-16,17:26:01.863,124,20.7,78.0
2025-08-16,17:28:01.869,125,20.7,78.0
2025-08-16,17:30:01.874,126,20.7,78.0
2025-08-16,17:32:01.880,127,20.7,78.0
2025-08-16,17:34:01.887,128,20.7,78.0
2025-08-16,17:36:01.890,129,20.7,78.0
2025-08-16,17:38:01.896,130,20.7,79.0
2025-08-16,17:40:01.902,131,20.7,79.0
2025-08-16,17:42:01.908,132,20.7,79.0
2025-08-16,17:44:01.914,133,20.7,79.0
2025-08-16,17:46:01.919,134,20.7,79.0
2025-08-16,17:48:01.925,135,20.7,79.0
2025-08-16,17:50:01.930,136,20.7,79.0
2025-08-16,17:52:01.936,137,20.7,79.0
2025-08-16,17:54:01.942,138,20.8,79.0
2025-08-16,17:56:01.947,139,20.8,79.0
2025-08-16,17:58:01.955,140,20.7,79.0
2025-08-16,18:00:01.958,141,20.7,79.0
2025-08-16,18:02:01.965,142,20.7,79.0
2025-08-16,18:04:01.969,143,20.7,79.0
2025-08-16,18:06:01.974,144,20.7,79.0
2025-08-16,18:08:01.981,145,20.7,79.0
2025-08-16,18:10:01.986,146,20.7,78.0
2025-08-16,18:12:01.992,147,20.7,79.0
2025-08-16,18:14:01.998,148,20.7,79.0
2025-08-16,18:16:02.003,149,20.7,79.0
2025-08-16,18:18:02.009,150,20.7,79.0
2025-08-16,18:20:02.015,151,20.7,79.0
2025-08-16,18:22:02.022,152,20.7,79.0
2025-08-16,18:24:02.027,153,21.0,79.0
2025-08-16,18:26:02.032,154,21.1,78.0
2025-08-16,18:28:02.039,155,21.1,78.0
2025-08-16,18:30:02.042,156,21.2,77.0
2025-08-16,18:32:02.047,157,21.2,77.0
2025-08-16,18:34:02.053,158,21.3,77.0
2025-08-16,18:36:02.062,159,21.3,77.0
2025-08-16,18:38:02.067,160,21.3,77.0
2025-08-16,18:40:02.073,161,21.3,77.0
2025-08-16,18:42:02.076,162,21.3,77.0
2025-08-16,18:44:02.081,163,21.4,76.0
2025-08-16,18:46:02.089,164,21.4,76.0
2025-08-16,18:48:02.093,165,21.4,76.0
2025-08-16,18:50:02.101,166,21.4,76.0
2025-08-16,18:52:02.105,167,21.4,76.0
2025-08-16,18:54:02.112,168,21.4,76.0
2025-08-16,18:56:02.117,169,21.4,76.0
2025-08-16,18:58:02.121,170,21.4,76.0
2025-08-16,19:00:02.127,171,21.5,76.0
2025-08-16,19:02:02.132,172,21.5,76.0
2025-08-16,19:04:02.138,173,21.5,76.0
2025-08-16,19:06:02.147,174,21.5,76.0
2025-08-16,19:08:02.150,175,21.5,76.0
2025-08-16,19:10:02.155,176,21.5,76.0
2025-08-16,19:12:02.161,177,21.5,75.0
2025-08-16,19:14:02.167,178,21.5,75.0
2025-08-16,19:16:02.172,179,21.5,75.0
2025-08-16,19:18:02.177,180,21.5,75.0
2025-08-16,19:20:02.183,181,21.5,75.0
2025-08-16,19:22:02.188,182,21.5,75.0
2025-08-16,19:24:02.194,183,21.5,75.0
2025-08-16,19:26:02.201,184,21.5,75.0
2025-08-16,19:28:02.205,185,21.5,75.0
2025-08-16,19:30:02.214,186,21.5,75.0
2025-08-16,19:32:02.217,187,21.6,75.0
2025-08-16,19:34:02.223,188,21.6,75.0
2025-08-16,19:36:02.229,189,21.6,75.0
2025-08-16,19:38:02.236,190,21.6,75.0
2025-08-16,19:40:02.239,191,21.6,75.0
2025-08-16,19:42:02.245,192,21.6,75.0
2025-08-16,19:44:02.252,193,21.6,75.0
2025-08-16,19:46:02.256,194,21.6,74.0
2025-08-16,19:48:02.261,195,21.6,74.0
2025-08-16,19:50:02.270,196,21.6,74.0
2025-08-16,19:52:02.273,197,21.6,74.0
2025-08-16,19:54:02.279,198,21.6,74.0
2025-08-16,19:56:02.284,199,21.6,74.0
2025-08-16,19:58:02.289,200,21.6,74.0
2025-08-16,20:00:02.298,201,21.6,74.0
2025-08-16,20:02:02.301,202,21.6,75.0
2025-08-16,20:04:02.307,203,21.6,75.0
2025-08-16,20:06:02.313,204,21.6,74.0
2025-08-16,20:08:02.319,205,21.6,74.0
2025-08-16,20:10:02.323,206,21.6,74.0
2025-08-16,20:12:02.329,207,21.6,74.0
2025-08-16,20:14:02.335,208,21.6,74.0
2025-08-16,20:16:02.341,209,21.6,74.0
2025-08-16,20:18:02.346,210,21.6,74.0
2025-08-16,20:20:02.351,211,21.6,74.0
2025-08-16,20:22:02.359,212,21.6,74.0
2025-08-16,20:24:02.362,213,21.6,74.0
2025-08-16,20:26:02.369,214,21.6,74.0
2025-08-16,20:28:02.375,215,21.6,74.0
2025-08-16,20:30:02.380,216,21.6,74.0
2025-08-16,20:32:02.386,217,21.6,74.0
2025-08-16,20:34:02.392,218,21.6,74.0
2025-08-16,20:36:02.397,219,21.6,74.0
2025-08-16,20:38:02.402,220,21.6,74.0
2025-08-16,20:40:02.408,221,21.6,75.0
2025-08-16,20:42:02.414,222,21.6,75.0
2025-08-16,20:44:02.421,223,21.6,74.0
2025-08-16,20:46:02.425,224,21.6,75.0
2025-08-16,20:48:02.431,225,21.6,76.0
2025-08-16,20:50:02.438,226,21.6,77.0
2025-08-16,20:52:02.445,227,21.7,76.0
2025-08-16,20:54:02.448,228,21.7,76.0
2025-08-16,20:56:02.453,229,21.7,76.0
2025-08-16,20:58:02.459,230,21.7,77.0
2025-08-16,21:00:02.464,231,21.7,77.0
2025-08-16,21:02:02.472,232,21.7,77.0
2025-08-16,21:04:02.479,233,21.7,77.0
2025-08-16,21:06:02.482,234,21.7,77.0
2025-08-16,21:08:02.488,235,21.7,77.0
2025-08-16,21:10:02.495,236,21.7,78.0
2025-08-16,21:12:02.499,237,21.7,78.0
2025-08-16,21:14:02.505,238,21.7,78.0
2025-08-16,21:16:02.510,239,21.7,78.0
2025-08-16,21:18:02.515,240,21.7,78.0
2025-08-16,21:20:02.523,241,21.7,78.0
2025-08-16,21:22:02.527,242,21.7,78.0
2025-08-16,21:24:02.532,243,21.7,78.0
2025-08-16,21:26:02.539,244,21.6,78.0
2025-08-16,21:28:02.544,245,21.7,78.0
2025-08-16,21:30:02.550,246,21.7,79.0
2025-08-16,21:32:02.557,247,21.6,78.0
2025-08-16,21:34:02.563,248,21.7,78.0
2025-08-16,21:36:02.569,249,21.7,78.0
2025-08-16,21:38:02.572,250,21.7,78.0
2025-08-16,21:40:02.578,251,21.7,79.0
2025-08-16,21:42:02.585,252,21.7,78.0
2025-08-16,21:44:02.592,253,21.7,78.0
2025-08-16,21:46:02.597,254,21.7,78.0
2025-08-16,21:48:02.601,255,21.7,78.0
2025-08-16,21:50:02.606,256,21.7,78.0
2025-08-16,21:52:02.614,257,21.7,79.0
2025-08-16,21:54:02.618,258,21.7,79.0
2025-08-16,21:56:02.623,259,21.7,79.0
2025-08-16,21:58:02.631,260,21.7,78.0
2025-08-16,22:00:02.636,261,21.7,79.0
2025-08-16,22:02:02.640,262,21.7,78.0
2025-08-16,22:04:02.645,263,21.7,78.0
2025-08-16,22:06:02.650,264,21.7,78.0
2025-08-16,22:08:02.657,265,21.7,78.0
2025-08-16,22:10:02.662,266,21.7,78.0
2025-08-16,22:12:02.668,267,21.7,78.0
2025-08-16,22:14:02.676,268,21.7,78.0
2025-08-16,22:16:02.680,269,21.7,78.0
2025-08-16,22:18:02.686,270,21.7,78.0
2025-08-16,22:20:02.691,271,21.7,78.0
2025-08-16,22:22:02.696,272,21.7,78.0
2025-08-16,22:24:02.704,273,21.7,78.0
2025-08-16,22:26:02.707,274,21.7,78.0
2025-08-16,22:28:02.712,275,21.7,78.0
2025-08-16,22:30:02.719,276,21.7,78.0
2025-08-16,22:32:02.725,277,21.7,78.0
2025-08-16,22:34:02.732,278,21.7,78.0
2025-08-16,22:36:02.738,279,21.7,78.0
2025-08-16,22:38:02.742,280,21.7,78.0
2025-08-16,22:40:02.747,281,21.7,78.0
2025-08-16,22:42:02.753,282,21.7,78.0
2025-08-16,22:44:02.758,283,21.7,78.0
2025-08-16,22:46:02.763,284,21.7,78.0
2025-08-16,22:48:02.772,285,21.7,78.0
2025-08-16,22:50:02.778,286,21.7,77.0
2025-08-16,22:52:02.783,287,21.7,77.0
2025-08-16,22:54:02.789,288,21.7,77.0
2025-08-16,22:56:02.794,289,21.7,77.0
2025-08-16,22:58:02.800,290,21.7,77.0
2025-08-16,23:00:02.806,291,21.7,77.0
2025-08-16,23:02:02.809,292,21.7,77.0
2025-08-16,23:04:02.815,293,21.7,77.0
2025-08-16,23:06:02.821,294,21.7,78.0
2025-08-16,23:08:02.828,295,21.8,77.0
2025-08-16,23:10:02.833,296,21.5,75.0
2025-08-16,23:12:02.836,297,21.5,74.0
2025-08-16,23:14:02.841,298,22.0,75.0
2025-08-16,23:16:02.847,299,22.1,75.0
2025-08-16,23:18:02.853,300,22.0,75.0
