Fecha,Hora,ID,temperatura,humedad
2025-08-17,01:20:12.828,1,23.1,69.0
2025-08-17,01:22:12.835,2,22.9,68.0
2025-08-17,01:24:12.842,3,22.3,68.0
2025-08-17,01:26:12.846,4,22.0,68.0
2025-08-17,01:28:12.851,5,21.7,68.0
2025-08-17,01:30:12.857,6,21.5,68.0
2025-08-17,01:32:12.862,7,21.5,68.0
2025-08-17,01:34:12.869,8,21.7,68.0
2025-08-17,01:36:12.874,9,22.0,68.0
2025-08-17,01:38:12.880,10,22.3,68.0
2025-08-17,01:40:12.887,11,22.4,66.0
2025-08-17,01:42:12.891,12,22.5,66.0
2025-08-17,01:44:12.896,13,22.7,66.0
2025-08-17,01:46:12.902,14,22.6,66.0
2025-08-17,01:48:12.909,15,22.6,66.0
2025-08-17,01:50:12.913,16,22.3,68.0
2025-08-17,01:52:12.920,17,22.1,69.0
2025-08-17,01:54:12.924,18,22.0,70.0
2025-08-17,01:56:12.932,19,22.1,70.0
2025-08-17,01:58:12.939,20,22.0,70.0
2025-08-17,02:00:12.942,21,22.2,70.0
2025-08-17,02:02:12.947,22,22.2,70.0
2025-08-17,02:04:12.953,23,22.2,69.0
2025-08-17,02:06:12.959,24,22.1,70.0
2025-08-17,02:08:12.964,25,22.1,70.0
2025-08-17,02:10:12.969,26,22.1,71.0
2025-08-17,02:12:12.979,27,22.2,71.0
2025-08-17,02:14:12.981,28,22.3,70.0
2025-08-17,02:16:12.987,29,22.3,70.0
2025-08-17,02:18:12.993,30,22.2,70.0
2025-08-17,02:20:13.000,31,22.3,70.0
2025-08-17,02:22:13.004,32,22.4,70.0
2025-08-17,02:24:13.011,33,22.3,70.0
2025-08-17,02:26:13.015,34,22.2,70.0
2025-08-17,02:28:13.023,35,22.0,71.0
2025-08-17,02:30:13.026,36,21.9,72.0
2025-08-17,02:32:13.034,37,21.9,72.0
2025-08-17,02:34:13.038,38,22.2,71.0
2025-08-17,02:36:13.044,39,22.0,72.0
