Fecha,Hora,ID,temperatura,humedad
2025-08-17,01:20:12.968,1,23.1,69.0
2025-08-17,01:22:13.086,2,22.9,68.0
2025-08-17,01:24:13.103,3,22.3,68.0
2025-08-17,01:26:13.121,4,22.0,68.0
2025-08-17,01:28:13.034,5,21.7,68.0
2025-08-17,01:30:13.154,6,21.5,68.0
2025-08-17,01:32:13.070,7,21.5,68.0
2025-08-17,01:34:13.085,8,21.7,68.0
2025-08-17,01:36:13.102,9,22.0,68.0
2025-08-17,01:38:13.120,10,22.3,68.0
2025-08-17,01:40:13.137,11,22.4,66.0
2025-08-17,01:42:13.150,12,22.5,66.0
2025-08-17,01:44:13.165,13,22.7,66.0
2025-08-17,01:46:13.187,14,22.6,66.0
2025-08-17,01:48:13.203,15,22.6,66.0
2025-08-17,01:50:13.221,16,22.3,68.0
2025-08-17,01:52:13.133,17,22.1,69.0
2025-08-17,01:54:13.150,18,22.0,70.0
2025-08-17,01:56:13.168,19,22.1,70.0
2025-08-17,01:58:13.082,20,22.0,70.0
2025-08-17,02:00:13.099,21,22.2,70.0
2025-08-17,02:02:13.114,22,22.2,70.0
2025-08-17,02:04:13.131,23,22.2,69.0
2025-08-17,02:06:13.149,24,22.1,70.0
2025-08-17,02:08:13.267,25,22.1,70.0
2025-08-17,02:10:13.285,26,22.1,71.0
2025-08-17,02:12:13.302,27,22.2,71.0
2025-08-17,02:14:13.216,28,22.3,70.0
2025-08-17,02:16:13.235,29,22.3,70.0
2025-08-17,02:18:13.249,30,22.2,70.0
2025-08-17,02:20:13.267,31,22.3,70.0
2025-08-17,02:22:13.286,32,22.4,70.0
2025-08-17,02:24:13.301,33,22.3,70.0
2025-08-17,02:26:13.320,34,22.2,70.0
2025-08-17,02:28:13.333,35,22.0,71.0
2025-08-17,02:30:13.248,36,21.9,72.0
2025-08-17,02:32:13.264,37,21.9,72.0
2025-08-17,02:34:13.282,38,22.2,71.0
2025-08-17,02:36:13.195,39,22.0,72.0
2025-08-17,02:38:13.214,40,22.0,72.0
2025-08-17,02:40:13.231,41,21.9,72.0
2025-08-17,02:42:13.246,42,22.0,72.0
2025-08-17,02:44:13.268,43,21.9,72.0
2025-08-17,02:46:13.389,44,21.9,72.0
2025-08-17,02:48:13.399,45,21.9,72.0
2025-08-17,02:50:13.213,46,21.9,72.0
2025-08-17,02:52:13.331,47,21.9,72.0
2025-08-17,02:54:13.347,48,21.9,72.0
2025-08-17,02:56:13.364,49,21.9,72.0
2025-08-17,02:58:13.380,50,21.9,72.0
2025-08-17,03:00:13.397,51,21.9,72.0
2025-08-17,03:02:13.414,52,21.9,72.0
2025-08-17,03:04:13.327,53,21.9,72.0
2025-08-17,03:06:13.345,54,21.9,72.0
2025-08-17,03:08:13.363,55,21.9,72.0
2025-08-17,03:10:13.276,56,21.9,72.0
2025-08-17,03:12:13.292,57,21.8,72.0
2025-08-17,03:14:13.313,58,21.9,72.0
2025-08-17,03:16:13.329,59,22.1,72.0
2025-08-17,03:18:13.343,60,21.9,69.0
2025-08-17,03:20:13.362,61,21.7,68.0
2025-08-17,03:22:13.376,62,21.8,68.0
2025-08-17,03:24:13.393,63,22.1,68.0
2025-08-17,03:26:13.411,64,22.2,67.0
2025-08-17,03:28:13.427,65,22.0,68.0
2025-08-17,03:30:13.443,66,21.9,69.0
2025-08-17,03:32:13.460,67,21.9,69.0
2025-08-17,03:34:13.479,68,21.9,69.0
2025-08-17,03:36:13.391,69,21.9,69.0
2025-08-17,03:38:13.409,70,21.9,70.0
2025-08-17,03:40:13.427,71,21.8,70.0
2025-08-17,03:42:13.442,72,21.8,70.0
2025-08-17,03:44:13.458,73,21.8,70.0
2025-08-17,03:46:13.373,74,21.9,70.0
2025-08-17,03:48:13.390,75,21.9,70.0
2025-08-17,03:50:13.406,76,21.9,70.0
2025-08-17,03:52:13.528,77,22.0,70.0
2025-08-17,03:54:13.542,78,21.9,70.0
2025-08-17,03:56:13.560,79,21.9,70.0
2025-08-17,03:58:13.476,80,21.8,70.0
2025-08-17,04:00:13.489,81,21.8,70.0
2025-08-17,04:02:13.511,82,21.8,70.0
2025-08-17,04:04:13.524,83,21.8,70.0
2025-08-17,04:06:13.541,84,21.8,70.0
2025-08-17,04:08:13.454,85,21.8,70.0
