Fecha,Hora,ID,temperatura,humedad
2025-08-04,23:40:12.971,1,22.3,85.0
2025-08-04,23:42:12.976,2,22.3,85.0
2025-08-04,23:44:12.981,3,22.1,85.0
2025-08-04,23:46:12.987,4,22.2,86.0
2025-08-04,23:48:12.992,5,22.2,86.0
2025-08-04,23:50:12.997,6,23.9,95.0
2025-08-04,23:52:13.002,7,23.1,81.0
2025-08-04,23:54:13.008,8,22.4,84.0
2025-08-04,23:56:13.013,9,22.1,85.0
2025-08-04,23:58:13.018,10,22.0,86.0
2025-08-05,00:00:13.023,11,22.0,86.0
2025-08-05,00:02:13.029,12,21.9,85.0
2025-08-05,00:04:13.034,13,21.9,85.0
2025-08-05,00:06:13.039,14,21.9,85.0
2025-08-05,00:08:13.045,15,21.9,85.0
2025-08-05,00:10:13.050,16,21.9,85.0
2025-08-05,00:12:13.055,17,21.9,86.0
2025-08-05,00:14:13.061,18,21.8,85.0
2025-08-05,00:16:13.066,19,21.8,86.0
2025-08-05,00:18:13.071,20,21.8,85.0
2025-08-05,00:20:13.077,21,21.7,85.0
2025-08-05,00:22:13.082,22,21.8,85.0
2025-08-05,00:24:13.087,23,21.7,85.0
2025-08-05,00:26:13.092,24,21.7,85.0
2025-08-05,00:28:13.098,25,21.7,85.0
2025-08-05,00:30:13.103,26,21.7,85.0
2025-08-05,00:32:13.108,27,21.8,85.0
2025-08-05,00:34:13.114,28,21.6,85.0
2025-08-05,00:36:13.119,29,21.6,85.0
2025-08-05,00:38:13.124,30,21.6,86.0
2025-08-05,00:40:13.130,31,21.6,85.0
2025-08-05,00:42:13.135,32,21.6,85.0
2025-08-05,00:44:13.140,33,21.6,85.0
2025-08-05,00:46:13.145,34,21.6,85.0
2025-08-05,00:48:13.151,35,21.6,85.0
2025-08-05,00:50:13.156,36,21.6,85.0
2025-08-05,00:52:13.162,37,21.5,85.0
2025-08-05,00:54:13.167,38,21.6,85.0
2025-08-05,00:56:13.173,39,21.6,85.0
2025-08-05,00:58:13.177,40,21.6,85.0
2025-08-05,01:00:13.183,41,21.6,85.0
2025-08-05,01:02:13.188,42,21.6,85.0
